CPU Name,CPU Mark
Intel Xeon E5504 @ 2.00GHz,1715
Intel Xeon E5506 @ 2.13GHz,1961
Intel Xeon E5507 @ 2.27GHz,1943
Intel Xeon E5520 @ 2.27GHz,2536
Intel Xeon E5530 @ 2.40GHz,2739
Intel Xeon E5540 @ 2.53GHz,2805
Intel Xeon E5603 @ 1.60GHz,1935
Intel Xeon E5606 @ 2.13GHz,2443
Intel Xeon E5607 @ 2.27GHz,2578
Intel Xeon E5620 @ 2.40GHz,3517
Intel Xeon E5630 @ 2.53GHz,3796
Intel Xeon E5640 @ 2.67GHz,3887
Intel Xeon E5645 @ 2.40GHz,4926
Intel Xeon E5649 @ 2.53GHz,5646
Intel Xeon E7- 2830 @ 2.13GHz,2027
Intel Xeon E7-4809 v2 @ 1.90GHz,16471
Intel Xeon E7-8880 v3 @ 2.30GHz,18244
Intel Xeon E7-8891 v3 @ 2.80GHz,21615
Intel Xeon E7320 @ 2.13GHz,1469
Intel Xeon Gold 5115 @ 2.40GHz,15152
Intel Xeon Gold 5117 @ 2.00GHz,16897
Intel Xeon Gold 5118 @ 2.30GHz,16699
Intel Xeon Gold 5120 @ 2.20GHz,18243
Intel Xeon Gold 5120T @ 2.20GHz,18127
Intel Xeon Gold 5122 @ 3.60GHz,8875
Intel Xeon Gold 5215 @ 2.20GHz,16304
Intel Xeon Gold 5215 @ 2.50GHz,15739
Intel Xeon Gold 5217 @ 3.00GHz,14945
Intel Xeon Gold 5218 @ 2.30GHz,21669
Intel Xeon Gold 5218R @ 2.10GHz,25076
Intel Xeon Gold 5218T @ 2.10GHz,21433
Intel Xeon Gold 5220 @ 2.20GHz,24480
Intel Xeon Gold 5220R @ 2.20GHz,30372
Intel Xeon Gold 5222 @ 3.80GHz,8846
Intel Xeon Gold 5315Y @ 3.20GHz,20032
Intel Xeon Gold 5317 @ 3.00GHz,27293
Intel Xeon Gold 5318H @ 2.50GHz,29301
Intel Xeon Gold 5318N @ 2.10GHz,34301
Intel Xeon Gold 5318Y @ 2.10GHz,33139
Intel Xeon Gold 5320 @ 2.20GHz,37558
Intel Xeon Gold 5320H @ 2.40GHz,31718
Intel Xeon Gold 5320T @ 2.30GHz,33828
Intel Xeon Gold 5412U,50314
Intel Xeon Gold 5415+,24906
Intel Xeon Gold 5416S,35581
Intel Xeon Gold 5418Y,45660
Intel Xeon Gold 5420+,57753
Intel Xeon Gold 5512U,60183
Intel Xeon Gold 5515+,25408
Intel Xeon Gold 5520+,61227
Intel Xeon Gold 6122 @ 1.80GHz,23781
Intel Xeon Gold 6126 @ 2.60GHz,17492
Intel Xeon Gold 6126T @ 2.60GHz,20807
Intel Xeon Gold 6128 @ 3.40GHz,12848
Intel Xeon Gold 6130 @ 2.10GHz,21724
Intel Xeon Gold 6130T @ 2.10GHz,21804
Intel Xeon Gold 6132 @ 2.60GHz,22509
Intel Xeon Gold 6134 @ 3.20GHz,16502
Intel Xeon Gold 6136 @ 3.00GHz,21222
Intel Xeon Gold 6137 @ 3.90GHz,19365
Intel Xeon Gold 6138 @ 2.00GHz,23444
Intel Xeon Gold 6138T @ 2.00GHz,20356
Intel Xeon Gold 6140 @ 2.30GHz,24187
Intel Xeon Gold 6142 @ 2.60GHz,25218
Intel Xeon Gold 6142M @ 2.60GHz,26552
Intel Xeon Gold 6143 @ 2.80GHz,24786
Intel Xeon Gold 6144 @ 3.50GHz,18103
Intel Xeon Gold 6146 @ 3.20GHz,22150
Intel Xeon Gold 6148 @ 2.40GHz,28093
Intel Xeon Gold 6150 @ 2.70GHz,27032
Intel Xeon Gold 6152 @ 2.10GHz,24569
Intel Xeon Gold 6154 @ 3.00GHz,27672
Intel Xeon Gold 6208U @ 2.90GHz,24480
Intel Xeon Gold 6210U @ 2.50GHz,28861
Intel Xeon Gold 6212U @ 2.40GHz,27470
Intel Xeon Gold 6222V @ 1.80GHz,24115
Intel Xeon Gold 6226 @ 2.70GHz,19437
Intel Xeon Gold 6226R @ 2.90GHz,26386
Intel Xeon Gold 6230 @ 2.10GHz,26285
Intel Xeon Gold 6230R @ 2.10GHz,32591
Intel Xeon Gold 6230T @ 2.10GHz,27053
Intel Xeon Gold 6234 @ 3.30GHz,17926
Intel Xeon Gold 6238 @ 2.10GHz,29057
Intel Xeon Gold 6238R @ 2.20GHz,34751
Intel Xeon Gold 6240 @ 2.60GHz,26826
Intel Xeon Gold 6240R @ 2.40GHz,31733
Intel Xeon Gold 6242 @ 2.80GHz,24099
Intel Xeon Gold 6242R @ 3.10GHz,35076
Intel Xeon Gold 6244 @ 3.60GHz,18853
Intel Xeon Gold 6246 @ 3.30GHz,22571
Intel Xeon Gold 6246R @ 3.40GHz,30468
Intel Xeon Gold 6248 @ 2.50GHz,28897
Intel Xeon Gold 6248R @ 3.00GHz,35888
Intel Xeon Gold 6250 @ 3.90GHz,20552
Intel Xeon Gold 6252 @ 2.10GHz,26797
Intel Xeon Gold 6253CL @ 3.10GHz,28549
Intel Xeon Gold 6254 @ 3.10GHz,31738
Intel Xeon Gold 6256 @ 3.60GHz,25334
Intel Xeon Gold 6258R @ 2.70GHz,37774
Intel Xeon Gold 6262 @ 1.90GHz,21823
Intel Xeon Gold 6262V @ 1.90GHz,30116
Intel Xeon Gold 6266C @ 3.00GHz,29049
Intel Xeon Gold 6268CL @ 2.80GHz,34558
Intel Xeon Gold 6278C @ 2.60GHz,32835
Intel Xeon Gold 6312U @ 2.40GHz,41858
Intel Xeon Gold 6314U @ 2.30GHz,48916
Intel Xeon Gold 6326 @ 2.90GHz,32829
Intel Xeon Gold 6330 @ 2.00GHz,42072
Intel Xeon Gold 6330N @ 2.20GHz,36360
Intel Xeon Gold 6334 @ 3.60GHz,20512
Intel Xeon Gold 6336Y @ 2.40GHz,45517
Intel Xeon Gold 6338 @ 2.00GHz,41307
Intel Xeon Gold 6338N @ 2.20GHz,42086
Intel Xeon Gold 6338T @ 2.10GHz,35801
Intel Xeon Gold 6342 @ 2.80GHz,47076
Intel Xeon Gold 6346 @ 3.10GHz,37236
Intel Xeon Gold 6348 @ 2.60GHz,51843
Intel Xeon Gold 6354 @ 3.00GHz,38332
Intel Xeon Gold 6414U,57200
Intel Xeon Gold 6416H,40606
Intel Xeon Gold 6418H,51711
Intel Xeon Gold 6421N,58797
Intel Xeon Gold 6423N,57434
Intel Xeon Gold 6426Y,37944
Intel Xeon Gold 6430,53587
Intel Xeon Gold 6434,28012
Intel Xeon Gold 6434H,29606
Intel Xeon Gold 6438N,52789
Intel Xeon Gold 6438Y+,62660
Intel Xeon Gold 6442Y,58534
Intel Xeon Gold 6444Y,49303
Intel Xeon Gold 6448H,70280
Intel Xeon Gold 6448Y,60449
Intel Xeon Gold 6450C,38571
Intel Xeon Gold 6526Y,42195
Intel Xeon Gold 6530,49085
Intel Xeon Gold 6534,29912
Intel Xeon Gold 6538N,44895
Intel Xeon Gold 6542Y,60144
Intel Xeon Gold 6544Y,49944
Intel Xeon Gold 6548N,64783
Intel Xeon Gold 6548Y+,73387
Intel Xeon Gold 6554S,61242
Intel Xeon L3110 @ 3.00GHz,1338
Intel Xeon L3360 @ 2.83GHz,2412
Intel Xeon L3406 @ 2.27GHz,1104
Intel Xeon L3426 @ 1.87GHz,2742
Intel Xeon L5238 @ 2.66GHz,1073
Intel Xeon L5240 @ 3.00GHz,1337
Intel Xeon L5310 @ 1.60GHz,1385
Intel Xeon L5320 @ 1.86GHz,1118
Intel Xeon L5335 @ 2.00GHz,1737
Intel Xeon L5408 @ 2.13GHz,1769
Intel Xeon L5410 @ 2.33GHz,1853
Intel Xeon L5420 @ 2.50GHz,2141
Intel Xeon L5430 @ 2.66GHz,2260
Intel Xeon L5506 @ 2.13GHz,2198
Intel Xeon L5520 @ 2.27GHz,2319
Intel Xeon L5530 @ 2.40GHz,2522
Intel Xeon L5609 @ 1.87GHz,3298
Intel Xeon L5630 @ 2.13GHz,3059
Intel Xeon L5638 @ 2.00GHz,3707
Intel Xeon L5639 @ 2.13GHz,4419
Intel Xeon L5640 @ 2.27GHz,4742
Intel Xeon L7455 @ 2.13GHz,2494
Intel Xeon Max 9462,44153
Intel Xeon Max 9470,71232
Intel Xeon Max 9480,82913
Intel Xeon MV 3.20GHz,756
Intel Xeon Phi 7210 @ 1.30GHz,7306
Intel Xeon Phi 7290 @ 1.50GHz,17839
Intel Xeon Platinum 8124M @ 3.00GHz,24769
Intel Xeon Platinum 8151 @ 3.40GHz,16208
Intel Xeon Platinum 8160 @ 2.10GHz,29419
Intel Xeon Platinum 8167M @ 2.00GHz,24751
Intel Xeon Platinum 8168 @ 2.70GHz,32710
Intel Xeon Platinum 8170 @ 2.10GHz,27957
Intel Xeon Platinum 8171M @ 2.60GHz,29613
Intel Xeon Platinum 8173M @ 2.00GHz,28025
Intel Xeon Platinum 8174 @ 3.10GHz,38638
Intel Xeon Platinum 8175M @ 2.50GHz,25897
Intel Xeon Platinum 8176 @ 2.10GHz,29836
Intel Xeon Platinum 8180 @ 2.50GHz,38259
Intel Xeon Platinum 8180M @ 2.50GHz,32989
Intel Xeon Platinum 8252C @ 3.80GHz,28147
Intel Xeon Platinum 8259CL @ 2.50GHz,31403
Intel Xeon Platinum 8260 @ 2.40GHz,30162
Intel Xeon Platinum 8260C @ 2.40GHz,34420
Intel Xeon Platinum 8260L @ 2.40GHz,28439
Intel Xeon Platinum 8260M @ 2.30GHz,33970
Intel Xeon Platinum 8260M @ 2.40GHz,34592
Intel Xeon Platinum 8268 @ 2.90GHz,33823
Intel Xeon Platinum 8270 @ 2.70GHz,33602
Intel Xeon Platinum 8273CL @ 2.20GHz,37320
Intel Xeon Platinum 8275CL @ 3.00GHz,40794
Intel Xeon Platinum 8280 @ 2.70GHz,31287
Intel Xeon Platinum 8280L @ 2.70GHz,41609
Intel Xeon Platinum 8280M @ 2.70GHz,37665
Intel Xeon Platinum 8347C @ 2.10GHz,49386
Intel Xeon Platinum 8351N @ 2.40GHz,49763
Intel Xeon Platinum 8358 @ 2.60GHz,54416
Intel Xeon Platinum 8360Y @ 2.40GHz,54078
Intel Xeon Platinum 8362 @ 2.80GHz,56787
Intel Xeon Platinum 8368Q @ 2.60GHz,46681
Intel Xeon Platinum 8375C @ 2.90GHz,56202
Intel Xeon Platinum 8380 @ 2.30GHz,62318
Intel Xeon Platinum 8454H,62347
Intel Xeon Platinum 8461V,74982
Intel Xeon Platinum 8469C,64513
Intel Xeon Platinum 8470 @2.00GHz,89850
Intel Xeon Platinum 8475B,3280
Intel Xeon Platinum 8480C,73247
Intel Xeon Platinum 8481C @ 2.70GHz,11646
Intel Xeon Platinum 8488C,88667
Intel Xeon Platinum 8558P,91879
Intel Xeon Platinum 8562Y+,64050
Intel Xeon Platinum 8568Y+,79683
Intel Xeon Platinum 8570,93722
Intel Xeon Platinum 8571N,68385
Intel Xeon Platinum 8575C,3342
Intel Xeon Platinum 8581C @ 2.30GHz,8040
Intel Xeon Platinum 8592+,84013
Intel Xeon Platinum P-8124 @ 3.00GHz,22674
Intel Xeon Silver 4108 @ 1.80GHz,9222
Intel Xeon Silver 4109T @ 2.00GHz,10348
Intel Xeon Silver 4110 @ 2.10GHz,10330
Intel Xeon Silver 4112 @ 2.60GHz,6410
Intel Xeon Silver 4114 @ 2.20GHz,13168
Intel Xeon Silver 4116 @ 2.10GHz,14944
Intel Xeon Silver 4116T @ 2.10GHz,15187
Intel Xeon Silver 4123 @ 3.00GHz,14405
Intel Xeon Silver 4208 @ 2.10GHz,10907
Intel Xeon Silver 4209T @ 2.20GHz,11080
Intel Xeon Silver 4210 @ 2.20GHz,13586
Intel Xeon Silver 4210R @ 2.40GHz,14980
Intel Xeon Silver 4214 @ 2.20GHz,16424
Intel Xeon Silver 4214R @ 2.40GHz,17617
Intel Xeon Silver 4214Y @ 2.20GHz,16442
Intel Xeon Silver 4215 @ 2.50GHz,13282
Intel Xeon Silver 4215R @ 3.20GHz,14939
Intel Xeon Silver 4216 @ 2.10GHz,21085
Intel Xeon Silver 4216R @ 2.20GHz,24027
Intel Xeon Silver 4309Y @ 2.80GHz,18887
Intel Xeon Silver 4310 @ 2.10GHz,19646
Intel Xeon Silver 4310T @ 2.30GHz,20641
Intel Xeon Silver 4314 @ 2.40GHz,28589
Intel Xeon Silver 4316 @ 2.30GHz,33219
Intel Xeon Silver 4410T,27245
Intel Xeon Silver 4410Y,25200
Intel Xeon Silver 4416+,43659
Intel Xeon Silver 4509Y,18337
Intel Xeon Silver 4510,31988
Intel Xeon Silver 4510T,29119
Intel Xeon Silver 4514Y,30556
Intel Xeon W-10855M @ 2.80GHz,12245
Intel Xeon W-10885M @ 2.40GHz,15420
Intel Xeon W-11155MLE @ 1.80GHz,8394
Intel Xeon W-11555MLE @ 1.90GHz,11324
Intel Xeon W-11555MRE @ 2.60GHz,17484
Intel Xeon W-11855M @ 3.20GHz,17321
Intel Xeon W-11865MLE @ 1.50GHz,15917
Intel Xeon W-11865MRE @ 2.60GHz,17634
Intel Xeon W-11955M @ 2.60GHz,21333
Intel Xeon W-1250 @ 3.30GHz,13667
Intel Xeon W-1250E @ 3.50GHz,12499
Intel Xeon W-1250P @ 4.10GHz,14416
Intel Xeon W-1250TE @ 2.40GHz,8954
Intel Xeon W-1270 @ 3.40GHz,17513
Intel Xeon W-1270E @ 3.40GHz,18635
Intel Xeon W-1270P @ 3.80GHz,18664
Intel Xeon W-1270TE @ 2.00GHz,13553
Intel Xeon W-1290 @ 3.20GHz,20064
Intel Xeon W-1290E @ 3.50GHz,19424
Intel Xeon W-1290P @ 3.70GHz,22363
Intel Xeon W-1290T @ 1.90GHz,18409
Intel Xeon W-1290TE @ 1.80GHz,14202
Intel Xeon W-1350 @ 3.30GHz,18507
Intel Xeon W-1350P @ 4.00GHz,19550
Intel Xeon W-1370 @ 2.90GHz,22948
Intel Xeon W-1370P @ 3.60GHz,23367
Intel Xeon W-1390 @ 2.80GHz,23427
Intel Xeon W-1390P @ 3.50GHz,24795
Intel Xeon W-2102 @ 2.90GHz,5142
Intel Xeon W-2104 @ 3.20GHz,5494
Intel Xeon W-2123 @ 3.60GHz,8463
Intel Xeon W-2125 @ 4.00GHz,9938
Intel Xeon W-2133 @ 3.60GHz,12553
Intel Xeon W-2135 @ 3.70GHz,14359
Intel Xeon W-2140B @ 3.20GHz,17285
Intel Xeon W-2145 @ 3.70GHz,18003
Intel Xeon W-2150B @ 3.00GHz,20434
Intel Xeon W-2155 @ 3.30GHz,20633
Intel Xeon W-2170B @ 2.50GHz,24345
Intel Xeon W-2175 @ 2.50GHz,23450
Intel Xeon W-2191B @ 2.30GHz,28103
Intel Xeon W-2195 @ 2.30GHz,28050
Intel Xeon W-2223 @ 3.60GHz,8587
Intel Xeon W-2225 @ 4.10GHz,10400
Intel Xeon W-2235 @ 3.80GHz,14196
Intel Xeon W-2245 @ 3.90GHz,19396
Intel Xeon W-2255 @ 3.70GHz,22592
Intel Xeon W-2265 @ 3.50GHz,25715
Intel Xeon W-2275 @ 3.30GHz,27596
Intel Xeon W-2295 @ 3.00GHz,29625
Intel Xeon W-3175X @ 3.10GHz,45520
Intel Xeon W-3223 @ 3.50GHz,16933
Intel Xeon W-3225 @ 3.70GHz,18251
Intel Xeon W-3235 @ 3.30GHz,25604
Intel Xeon W-3245 @ 3.20GHz,31068
Intel Xeon W-3245M @ 3.20GHz,28494
Intel Xeon W-3265 @ 2.70GHz,30105
Intel Xeon W-3265M @ 2.70GHz,36019
Intel Xeon W-3275 @ 2.50GHz,39449
Intel Xeon W-3275M @ 2.50GHz,39968
Intel Xeon W-3323 @ 3.50GHz,27822
Intel Xeon W-3335 @ 3.40GHz,39293
Intel Xeon W-3345 @ 3.00GHz,48140
Intel Xeon W-3365 @ 2.70GHz,57312
Intel Xeon W-3375 @ 2.50GHz,58686
Intel Xeon w3-2423,15928
Intel Xeon w3-2425,18435
Intel Xeon w3-2435,26169
Intel Xeon w3-2525,28373
Intel Xeon w3-2535,33517
Intel Xeon W3503 @ 2.40GHz,1105
Intel Xeon W3505 @ 2.53GHz,1163
Intel Xeon W3520 @ 2.67GHz,2948
Intel Xeon W3530 @ 2.80GHz,3060
Intel Xeon W3540 @ 2.93GHz,3120
Intel Xeon W3550 @ 3.07GHz,3269
Intel Xeon W3565 @ 3.20GHz,3398
Intel Xeon W3570 @ 3.20GHz,3267
Intel Xeon W3580 @ 3.33GHz,3638
Intel Xeon W3670 @ 3.20GHz,6395
Intel Xeon W3680 @ 3.33GHz,7024
Intel Xeon W3690 @ 3.47GHz,7366
Intel Xeon w5-2445,32197
Intel Xeon w5-2455X,37101
Intel Xeon w5-2465X,45089
Intel Xeon w5-2545,40988
Intel Xeon w5-2555X,47193
Intel Xeon w5-2565X,52073
Intel Xeon w5-3423,27860
Intel Xeon w5-3425,36365
Intel Xeon w5-3433,33322
Intel Xeon w5-3435X,44561
Intel Xeon w5-3525,45841
Intel Xeon w5-3535X,54088
Intel Xeon W5580 @ 3.20GHz,3459
Intel Xeon W5590 @ 3.33GHz,3373
Intel Xeon w7-2475X,52797
Intel Xeon w7-2495X,57522
Intel Xeon w7-2575X,52091
Intel Xeon w7-2595X,64545
Intel Xeon w7-3445,48978
Intel Xeon w7-3455,53588
Intel Xeon w7-3465X,61626
Intel Xeon w7-3545,59344
Intel Xeon w7-3555,67754
Intel Xeon w7-3565X,70642
Intel Xeon w9-3475X,64365
Intel Xeon w9-3495X,90863
Intel Xeon w9-3575X,83338
Intel Xeon w9-3595X,99182
Intel Xeon X3210 @ 2.13GHz,1293
Intel Xeon X3220 @ 2.40GHz,1973
Intel Xeon X3230 @ 2.66GHz,2052
Intel Xeon X3320 @ 2.50GHz,2082
Intel Xeon X3323 @ 2.50GHz,2030
Intel Xeon X3330 @ 2.66GHz,2102
Intel Xeon X3350 @ 2.66GHz,2305
Intel Xeon X3353 @ 2.66GHz,2283
Intel Xeon X3360 @ 2.83GHz,2446
Intel Xeon X3363 @ 2.83GHz,2392
Intel Xeon X3370 @ 3.00GHz,2560
Intel Xeon X3380 @ 3.16GHz,2568
Intel Xeon X3430 @ 2.40GHz,2332
Intel Xeon X3440 @ 2.53GHz,2786
Intel Xeon X3450 @ 2.67GHz,2863
Intel Xeon X3460 @ 2.80GHz,2963
Intel Xeon X3470 @ 2.93GHz,3362
Intel Xeon X3480 @ 3.07GHz,3335
Intel Xeon X5260 @ 3.33GHz,1278
Intel Xeon X5270 @ 3.50GHz,1524
Intel Xeon X5272 @ 3.40GHz,1451
Intel Xeon X5355 @ 2.66GHz,2039
Intel Xeon X5365 @ 3.00GHz,2331
Intel Xeon X5450 @ 3.00GHz,2426
Intel Xeon X5460 @ 3.16GHz,2578
Intel Xeon X5470 @ 3.33GHz,2871
Intel Xeon X5472 @ 3.00GHz,2243
Intel Xeon X5482 @ 3.20GHz,2755
Intel Xeon X5492 @ 3.40GHz,2912
Intel Xeon X5550 @ 2.67GHz,3036
Intel Xeon X5560 @ 2.80GHz,3235
Intel Xeon X5570 @ 2.93GHz,3306
Intel Xeon X5647 @ 2.93GHz,4441
Intel Xeon X5650 @ 2.67GHz,5760
Intel Xeon X5660 @ 2.80GHz,5991
Intel Xeon X5667 @ 3.07GHz,4697
Intel Xeon X5670 @ 2.93GHz,6154
Intel Xeon X5672 @ 3.20GHz,5036
Intel Xeon X5675 @ 3.07GHz,6442
Intel Xeon X5677 @ 3.47GHz,5064
Intel Xeon X5679 @ 3.20GHz,7095
Intel Xeon X5680 @ 3.33GHz,6907
Intel Xeon X5687 @ 3.60GHz,5417
Intel Xeon X5690 @ 3.47GHz,7050
Intel Xeon X5698 @ 4.40GHz,3447
Intel Xeon X6550 @ 2.00GHz,1936
